TRUUBST128F426F895,-1.004724914,0.869876806,Chevelle,Comfortable Liar,177.965
TRZCSSL128F426F89C,-1.708758448,1.717992629,Chevelle,The Red,140.033
TRBGHDW128F426F8A1,-1.435877234,1.639634101,Chevelle,Don't Fake This,98.362
TRYPYAE128F426F8A4,-1.700572012,1.842444407,Chevelle,Forfeit,151.166
TRIOXTZ128F425BA4B,-1.703300824,-0.628153858,Chevelle,One Lonely Visitor,88.121
TRHUPMZ128F92CC01B,-0.399474379,-0.486186644,Simon & Garfunkel,The Dangling Conversation,92.699
TREFZEI128F427FFC6,0.411528591,-1.499316306,Simon & Garfunkel,A Poem On The Underground Wall,56.993
TRUQKWT128F4259996,-1.700572012,1.842444407,Primal Scream,Motorhead,131.754
TRHEQKA128F4273AA0,-1.935249857,-0.655809809,Christine Perfect,I'd Rather Go Blind,79.216
TRXPVAK128F42ACF79,1.071901131,0.846830181,Outlandish,Any Given Time,68.022
TRBHQMK128F42ACF82,-1.935249857,-0.655809809,Outlandish,Callin' U,90.215
TROFAQT128F42B11F3,-1.460436543,1.178701589,John Gorka,Where the Bottles Break,135.443
TRVXCHJ128F42B1204,-1.040199472,-0.065816193,John Gorka,Houses in the Fields,135.184
TRFIVGV128F4266BC7,-0.716640317,-0.636055558,Simon & Garfunkel,The Sound Of Silence,104.376
TRLMOCZ128F42BCE6D,1.541256821,1.704164653,The View,Skag Trendy,150.336
TRMIUHZ128F42BCE6F,1.178324805,1.183310915,The View,The Don,117.373
TROPSKY128F42BCE79,0.373325221,-0.923150666,The View,Street Lights,130.949
TRQHOMZ128F42BCE7A,0.815392789,0.662457176,The View,Wasteland,90.534
TRIZGVJ128F425A11C,0.815392789,0.662457176,Manic Street Preachers,Underdogs,147.129
TRRCXFL128F42BCE98,1.178324805,1.183310915,Hellogoodbye,All Time Lows,167.006
TRQDXTA128F42BCE99,0.815392789,0.662457176,Hellogoodbye,Stuck To You,144.033
TRYDMRW128F42BCEA1,0.950468991,0.572575336,Hellogoodbye,Figures A And B (Means You And Me),168.008
TRGNPKX128F42BCEA3,1.178324805,1.183310915,Hellogoodbye,I Saw It On Your Keyboard,97.006
TRNZUTZ128F42BCEA5,1.178324805,1.183310915,Hellogoodbye,Touchdown Turnaround (Don't Give Up On Me),136.886
TRXHUJS128F42BCEA7,0.592721718,0.561052023,Hellogoodbye,Two Weeks In Hawaii,108.487
TRVCEGO128F42BCE94,1.070081923,1.298544043,Hellogoodbye,All Of Your Love,132.967
TRHMWWI128F92F5745,-0.780962318,-0.789480237,Crash Test Dummies,Superman's Song,83.385
TRIQEKX128F92E65DE,-1.58778111,-0.400760485,Manic Street Preachers,Ocean Spray,130.739
TRLTOVG128F92C44C4,1.071901131,0.846830181,Scary Kids Scaring Kids,The Deep End,86.964
TRWWXVW128F92C44C7,0.02949489,-1.491634097,Scary Kids Scaring Kids,Star Crossed,159.991
TREGGWT128F92C44CD,-0.907852083,-0.245579873,Scary Kids Scaring Kids,Watch Me Bleed,90.106
TRPJZEN128F92C44CF,-1.749690631,0.920579383,Scary Kids Scaring Kids,Blood Runs Forever,91.01
TRNLMGK128F4279CC5,-1.048385908,0.335195092,Manic Street Preachers,The Everlasting,95.836
TRRFPVL128F4279CBD,-1.085224872,-0.022027605,Manic Street Preachers,If You Tolerate This Your Children Will Be Next,95.99
TRTKGCM128F4279CBE,-1.700572012,1.842444407,Manic Street Preachers,You Stole The Sun From My Heart,117.688
TRASZCF128F4260947,-1.215934974,-0.290751259,Manic Street Preachers,My Little Empire,88.024
TRKDZNS128F9329B8B,-0.379826932,0.241472148,Manic Street Preachers,I'm Not Working,119.513
TRDBEXE128F426094D,-1.1138774,1.086515087,Manic Street Preachers,Nobody Loved You,87.339
TRRUPHA128F427F2F8,-0.772775881,-0.280918032,Anna Nalick,Wreck Of The Day,145.026
TRBOIUO128F427F2FC,-0.142966037,-0.901025905,Anna Nalick,In My Head,86.924
TRCNCAJ128F427F2FE,-1.487724664,-0.360813001,Anna Nalick,Catalyst,168.061
TRGKLBT128F427F304,0.288732044,-0.363117663,Anna Nalick,Forever Love (Digame),84.968
TRSOLCZ128F4263C79,1.257460357,1.086515087,Weird Al Yankovic,Albuquerque,186.498
TRMNHDD128F42941E2,0.65166406,1.934630909,Lordi,Would You Love A Monsterman,135.043
TRHKFKV128F426609B,0.90999161,0.481157054,Gavin DeGraw,Chariot,83.877
TRCYIYL128F4259FA6,-1.495911101,0.040198285,James Dean Bradfield,Still A Long Way To Go,82.821
TRUWKHZ128F428A4B0,0.815392789,0.662457176,Kenny Chesney,How Forever Feels,124.88
TRHWNZE128F425A015,1.071901131,0.846830181,Westlife,You Light Up My Life,84.789
TRTIVLW128F42B3254,1.071901131,0.846830181,Barry Manilow,This Guy's In Love With You,245.691
TRHCNZI128F42B325A,1.071901131,0.846830181,Barry Manilow,What The World Needs Now Is Love,102.642
TRAFEFH128F427F2FA,0.373325221,-0.923150666,Anna Nalick,Satellite,95.779
TRLWUMF128F428EDE1,-1.119335024,0.298320491,Screaming Trees,Dollar Bill,87.609
TRMEHHR128F428EDF5,-1.040199472,-0.065816193,Screaming Trees,Dying Days,168.888
TRHILIF128F427738C,-1.040199472,-0.065816193,Screaming Trees,Sworn And Broken,168.203
TREHBJW128F4288748,0.855415367,-0.274772265,Gavin DeGraw,Follow Through,87.492
TRAQIFA128F932F367,1.541256821,1.704164653,Gavin DeGraw,I Don't Want To Be,145.216
TRGYZZH128F42660B6,0.145469407,-1.063735082,Gavin DeGraw,More Than Anyone,122.361
TRUGHQX128F4285281,-0.431674363,0.095510186,Gavin DeGraw,Belief,75.337
TRMRNAS128F9343251,0.722613176,-0.038160242,R. Kelly,Ignition,88.627
TREBXDI128F42BC4CF,1.071901131,0.846830181,Steve Perry,Oh Sherrie,101.774
TRDGYPA128F930ECBB,0.290096451,-0.907018028,Steve Perry,Foolish Heart,96.472
TRAVJTJ128F42BC4DA,1.284748479,-0.969243917,Steve Perry,Against The Wall,147.325
TRSCJYH128F429B5D2,0.253257487,0.279883191,Within Temptation,The Heart Of Everything,110.719
TRQBFOA128F4279197,-0.308877816,-0.102690794,Within Temptation,Hand Of Sorrow,126.889
TRBSHXS128F427919F,-0.68272508,0.316757792,Within Temptation,Final Destination,86.971
TRXTOSU128F42791A4,-0.463055703,-0.738777661,Within Temptation,All I Need,152.645
TRBIZQJ128F4259EDD,0.594359005,-0.130346745,Primal Scream,Loaded,93.712
TRCLOAN128F4259ECA,1.178324805,1.183310915,Primal Scream,Movin' On Up,94.249
TRZWDBW128F4259ED4,-0.761860633,1.347710177,Primal Scream,Kill All Hippies,66.391
TRRVSBS128F425A7B0,0.373325221,-0.923150666,Faithless Featuring Dido,One Step Too Far,111.957
TRSDPVI128F4261F54,0.373325221,-0.923150666,GROVER WASHINGTON_ JR.,Soulful Strut,185.897
TRFGFBN128F42AD540,-1.115696608,0.081682211,Howie Day,Numbness For Sound,103.606
TRTTPSX128F427F46F,0.482477707,-0.471436804,Frankie J,Story Of My Life,86.334
TROEAZQ128F427F471,0.815392789,0.662457176,Frankie J,Just Can't Say It's Love,99.517
TRVFAEF128F4282100,-0.688182705,-0.001285641,Howie Day,Perfect Time of Day,119.07
TREZGKD128F4282111,-1.040199472,-0.065816193,Howie Day,Standing In The Sun,98.074
TRHNQWV128F42AD545,-1.935249857,-0.655809809,Howie Day,Brace Yourself,167.579
TRBGRXO128F4282115,-0.163081281,-0.643957258,Howie Day,Collide,180.073
TRCMORO128F428211C,-0.598131904,-0.062359199,Howie Day,Trouble In Here,151.868
TRRYCUN128F42821E1,-0.51408449,-0.172752536,Howie Day,She Says,97.916
TRRWNOC128F426609D,-1.171182455,1.436823796,Gavin DeGraw,Just Friends,88.696
TRAVDAL128F42891E6,-2.148097204,-0.277845149,James Galway,I Will Always Love You,135.509
TRZDEIO128F428D5E8,-1.400402676,1.538228949,Silvertide,Devil's Daughter,121.021
TRZYTER128F9340011,0.815392789,0.662457176,Stray Cats,Runaway Boys,177.202
TRMTMGT128F9335B46,1.541256821,1.704164653,Stray Cats,Rock This Town,100.399
TRZIDKQ128F425A750,1.541256821,1.704164653,Westlife,Mack The Knife,83.1
TRXIMVL128F4299288,-1.040199472,-0.065816193,Angie Stone,Come Home (Live With Me),110.663
TRMFVXV128F42AA6FF,-0.061465515,-0.714194593,Barry Manilow,Can't Smile Without You,98.174
TRGTDSR128F4284126,1.178324805,1.183310915,Kings Of Leon,King Of The Rodeo,100.951
TRCNJWH128F4298025,0.815392789,0.662457176,Kings Of Leon,Pistol Of Fire,132.392
TRSDPST128F930EC61,1.541256821,1.704164653,Kings Of Leon,Soft,86.159
TRALQZK128F429802D,-1.344007225,0.004860125,Kings Of Leon,Day Old Blues,85.855
TRGOHEG128F4284129,1.541256821,1.704164653,Kings Of Leon,Velvet Snow,139.211
TRWIEPD128F92F81FE,1.541256821,1.704164653,Kings Of Leon,Taper Jean Girl,124.112
TRWSNFQ128F92C9D21,1.178324805,1.183310915,Kings Of Leon,The Bucket,92.018
TRJZARH128F4283F3D,-1.040199472,-0.065816193,Kings Of Leon,Milk,82.646
TRWEFOF128F42B027A,-0.061465515,-0.714194593,Christina Aguilera,Beautiful,127.984
TRRXIUL128F425A74C,1.541256821,1.704164653,Westlife,Clementine,153.608
TRTODYW128F4282A13,1.541256821,1.704164653,Good Charlotte,I Just Wanna Live,111.025
TRHWKRU128F4298097,0.373325221,-0.923150666,Count Basic,Got To Do,178.485
TRVATTX128F42957F0,0.815392789,0.662457176,Phantom Planet,Knowitall,162.741
TRWGDBI128F42A0448,-0.442589611,1.252450791,Phantom Planet,Jabberjaw,182.9
TRBIBGN128F42ADC66,0.815392789,0.662457176,Phantom Planet,The Meantime,122.488
TRKPNVN128F4266DEF,0.957291021,0.390506994,Phantom Planet,California,152.672
TRMGTWK128F4271E2C,0.685774212,0.028674972,Sophie B. Hawkins,Damn I Wish I Was Your Lover,95.367
TRGNWZR128F4264558,0.722613176,-0.038160242,Sophie B. Hawkins,Right Beside You,125.049
TRQGZYN128F4269F82,-1.040199472,-0.065816193,Uncle Tupelo,No Depression,114.62
TRSJNNI128F4269F8A,-1.727860133,-1.10752367,Uncle Tupelo,Whiskey Bottle,105.71
TRMHCEP128F4269F90,0.815392789,0.662457176,Uncle Tupelo,Gun,135.904
TRLZLFK128F4269F92,-1.935249857,-0.655809809,Uncle Tupelo,Still Be Around,91.016
TRRQUPI128F42656E8,0.60098612,-0.31735365,Sophie B. Hawkins,As I Lay Me Down,167.474
TRJNNTR128F4266B93,1.546714445,2.119003914,Macy Gray,Happiness,93.012
TRPYZZJ128F4266B95,1.541256821,1.704164653,Macy Gray,Screamin',94.992
TREUQRT128F42730F9,-1.626894084,0.150822088,Patty Loveless,On Your Way Home,146.113
TRSUUBQ128F427EE75,-1.727860133,-1.10752367,Paul Simon,A Most Peculiar Man,126.006
TRERGTZ12903CD3A67,-0.086479626,-0.204095947,Paul Simon,Kathy's Song,155.293
TRLILNL128F4280271,0.373325221,-0.923150666,Paul Simon,Flowers Never Bend With The Rainfall,83.341
TRTNYQJ12903CD3A86,-1.171182455,1.436823796,Paul Simon,Patterns,104.516
TRRZEWD128F4259D0A,-1.700572012,1.842444407,Manic Street Preachers,Sculpture Of Man,137.491
TRWSHKS12903CE46FA,-1.056572345,0.736206378,The Hooters,Johnny B,91.317
TRVFTEG128F42907AB,-0.867374703,-0.548258889,Jefferson Airplane,Today,86.066
TRALBDM128F427F90A,-1.495911101,0.040198285,The Byrds,Hickory Wind,105.463
TRHJTIG128F42AA21A,0.373325221,-0.923150666,Lamb,One,95.348
TRAWZMV128F4266823,-1.320357519,0.278346749,Stabbing Westward,Drugstore,123.062
TRDRVQA128F4263E58,0.373325221,-0.923150666,Fear Of Pop,In Love,97.546
TRWIKXT128F4263E5B,-1.700572012,1.842444407,Fear Of Pop,Root to This,128.448
TRBTFFW128F42621FB,-1.935249857,-0.655809809,Ricky Van Shelton,Living Proof,90.089
TRBVBOV128F426251F,-0.549013285,-0.46836392,Dave Alvin,Border Radio,105.386
TREFESM128F4264E43,-1.935249857,-0.655809809,Ricky Van Shelton,I'll Leave This World Loving You,87.436
TRUZTIV128F4279385,0.815392789,0.662457176,Phantom Planet,All Over Again,67.181
TRYVOKN128F4277455,-1.749690631,0.920579383,Stabbing Westward,When I'm Dead,144.093
TRXNTIH128F4263A21,-0.854640246,0.717769077,Stabbing Westward,The Thing I Hate,135.122
TRBUQFC128F4265283,1.213799363,1.267815208,Macy Gray,Sexual Revolution,128.051
TRJVLZF128F427744D,-0.308877816,-0.102690794,Stabbing Westward,You Complete Me,143.623
TRGYHRX128F4263395,-1.598696358,1.378439011,Stabbing Westward,Save Yourself,109.98
TRPWBZI128F4279380,0.815392789,0.662457176,Phantom Planet,Hey Now Girl,131.001
TRZNXKZ128F4263DF0,-0.718199638,0.482693496,Stabbing Westward,Waking Up Beside You,86.006
TRUFAUX128F4277453,-1.605063587,0.203829326,Stabbing Westward,Desperate Now,97.93
TRRGIBF128F427025E,-0.517359064,-0.012348022,Silverchair,Miss You Love,41.991
TROTTXD128F42B863E,-1.487724664,-0.360813001,Silverchair,Dearest Helpless,100.164
TRIDMZF128F426AD3D,-0.947419859,0.148517425,Silverchair,Do You Feel The Same,64.519
TRLHYEF128F42B8640,-0.793514854,-0.202252217,Silverchair,Black Tangled Heart,91.631
TREAFLO128F426AD41,-0.559928534,0.047112272,Silverchair,Paint Pastel Princess,168.289
TRAFWXT128F425C25F,-0.308877816,-0.102690794,Jefferson Airplane,Let Me In,159.943
TRQPKQQ128F428E6ED,0.373325221,-0.923150666,R. Kelly,Bump N' Grind,130.089
TRFDATM12903CA445B,1.071901131,0.846830181,R Kelly,I Believe I Can Fly,120.589
TRLKKFV128F4289229,-1.318538311,0.957453984,Clay Aiken,Invisible,110.066
TRELGIQ128F42901EB,-0.63997369,0.309075583,Rednex,Wish You Were Here,125.258
TROFHPZ128F42901F0,1.41300265,1.570494225,Rednex,Old Pop In An Oak,128.278
TRZTUWO128F42901FA,1.257460357,1.086515087,Rednex,Shooter,154.768
TRPZUWP128F42901FC,0.373325221,-0.923150666,Rednex,McKenzie Brothers,98.449
TRKVCKB128F4290200,0.678952182,-2.333604153,Rednex,Rolling Home,162.987
TRURIPH128F42903BE,1.071901131,0.846830181,Gareth Gates,Lies,105.013
TRFFRPX128F429091E,1.071901131,0.846830181,Gareth Gates,Listen To My Heart,136.145
TRNMFDW128F4298A35,-0.431674363,0.095510186,Gareth Gates,Unchained Melody,106.486
TRGASIV128F429230D,1.071901131,0.846830181,Gareth Gates,What My Heart Wants To Say,136.21
TRORUJN128F4292310,1.071901131,0.846830181,Gareth Gates,Too Serious Too Soon,153.926
TRMGRWR128F429285C,1.541256821,1.704164653,Gareth Gates,Good Thing,118.055
TRXIXFB128F92F7513,0.815392789,0.662457176,Steps,Stomp,130.014
TRKXGWQ128F4292A6E,-1.056572345,0.736206378,Steps,Only In My Dreams,129.989
TRFUCYR128F92DC67F,-1.935249857,-0.655809809,Kings Of Leon,California Waiting,159.23
TRZJZJD128F930064E,0.815392789,0.662457176,Kings Of Leon,Molly's Chambers,144.924
TROZQLR128F425F1A1,0.122274503,0.685503802,The Hoosiers,Worst Case Scenario,98.061
TRRUYED128F425E4F3,1.541256821,1.704164653,The Hoosiers,Killer,104.867
TRLZNEW128E0786E88,1.071901131,0.846830181,Agnetha Fältskog,Love In A World Gone Mad,113.966
TRAZYCJ128F4223185,-1.700572012,1.842444407,Billy Talent,This Is How It Goes,88.659
TRQQLDY128F422318E,-0.170618001,0.527250306,Billy Talent,The Ex,168.428
TRMZSNY128F422318B,-0.736391719,1.737966371,Billy Talent,Standing In The Rain,115.994
TRYIQNH128F4223191,-1.616888439,1.433750913,Billy Talent,Prisoners of Today,169.664
TRSFVJN128F4289D26,-1.935249857,-0.655809809,Gym Class Heroes,Faces In The Hall,205.914
TRXDEDP12903CCEF05,0.94364696,0.754643678,Madonna,Like A Prayer,111.023
TRBBLXU128F42623A1,0.940918148,2.755090781,Pulley,Eyes Open Wide,105.771
TRAXPCB128F426259B,1.541256821,1.704164653,Bouncing Souls,That Song,111.989
TRRELKK128F42625A2,1.541256821,1.704164653,Bouncing Souls,Manthem,188.967
TRJOCVE128F426265B,0.940918148,2.755090781,Bouncing Souls,Born Free,197.146
TRCZKAL128E07932FC,0.815392789,0.662457176,Steel Pulse,Chant A Psalm,123.265
TRNQHGL128F4289D56,0.131370544,-0.717267477,Silversun Pickups,Rusted Wheel,96.341
TRGQZGS128F4289D58,-0.914674113,-0.227142572,Silversun Pickups,Three Seed,146.473
TRJNXTB128E0786B48,1.541256821,1.704164653,Holly Valance,Hypnotic,105.019
TRJKGUB128E0786B4D,0.373325221,-0.923150666,Holly Valance,Ricochets,85.023
TROMJQR128E0786B52,0.815392789,0.662457176,Holly Valance,Action,119.845
TRHWLMP12903CC44A8,-0.530159674,-0.876219355,Damien Rice,The Blower's Daughter,102.95
TREKIDY128F1470D6B,0.373325221,-0.923150666,One Dove,Fallen,198.716
TRAJTTG128F1470D72,0.129551336,0.219961964,One Dove,Why Don't You Take Me,177.737
TRQOXXZ128F1470D73,-0.333437125,-0.494483429,One Dove,White Love (Piano Reprise),96.881
TRGMODJ128F423126A,-1.495911101,0.040198285,Monrose,Even Heaven Cries [Single Version 2007],95.04
TRLVMBU128F4236C73,0.815392789,0.662457176,New Order,Crystal,135.974
TRHNYXE128F4297751,-0.674538644,-0.084253494,New Order,Turn My Way,119.89
TRMTAHI128F4297752,-0.143784681,-0.139565395,New Order,Vicious Streak,119.927
TRFPUCQ128F4297754,1.546714445,2.119003914,New Order,Slow Jam,165.908
TRJHSKL128F92E4EC7,-0.384678154,-0.452999503,Damien Rice,9 Crimes,74.644
TRPDRWH128F148DAC3,-1.487724664,-0.360813001,Damien Rice,Grey Room,109.656
TROWABQ128F429B605,0.766274171,-2.112356547,Silverchair,Low,114.037
TRQNTJX128F429B606,1.541256821,1.704164653,Silverchair,Insomnia,122.46
TRERWLT128F429B607,1.541256821,1.704164653,Silverchair,All Across The World,86.234
TRMBQUY128E0787D4B,0.373325221,-0.923150666,New Order,Bizarre Love Triangle '94,118.838
TRLLDIG128E0787D4F,-1.048385908,0.335195092,New Order,The Perfect Kiss,130.41
TRJOROB128E0787D59,0.815392789,0.662457176,New Order,Blue Monday [88],130.38
TRNOGBF128F146C583,1.178324805,1.183310915,Communards_ The,Reprise,74.857
TRNGEDZ128F42622FA,-0.854640246,0.717769077,HorrorPops,S.O.B.,208.962
TRRJQTI128F4223186,-1.749690631,0.920579383,Billy Talent,Devil In A Midnight Mass,94.52
TRJCWVU128F426B1E0,-0.308877816,-0.102690794,Deathstars,Cyanide,129.168
TRJPVNH128F426030C,0.373325221,-0.923150666,Ashford & Simpson,It Seems To Hang On,115.386
TRYLFYT128F428C1BA,-1.935249857,-0.655809809,Monrose,Shame [Radio Edit],95.969
TROILNZ128F428C1A6,0.373325221,-0.923150666,Monrose,Shame [Instrumental],96.003
TRWRAPS12903CD9D60,-0.341623562,0.505740122,Percy Sledge,When a Man Loves a Woman,95.282
TRVADGT128F147B6F7,0.482477707,-0.471436804,Gram Parsons,Big Mouth Blues,149.604
TRUELUJ128F423B44A,-0.63997369,0.309075583,Monrose,What You Don't Know,129.995
TRVILXM128F42A65A3,0.695325055,0.160040738,Laura Pausini,I Do To Be,119.991
TRPDLWH128F4276BA3,1.541256821,1.704164653,Orbital,Frenetic,130.027
TRPEAEE128F146DCC8,0.373325221,-0.923150666,Matt Bianco,Half A Minute,216.122
TRZIIAT128F146DCC9,-0.163341168,-0.244043431,Matt Bianco,More Than I Can Bear,167.985
TRSAQTA128F146DCCE,1.541256821,1.704164653,Matt Bianco,Get Out Of Your Lazy Bed,202.825
TRPYILK128F422EBC4,1.257460357,2.533843175,Soilwork,Sworn To A Great Divide,103.531
TRCOJCR128F425A388,-1.727860133,-1.10752367,Faster Pussycat,House Of Pain,121.991
TRWVTSO128F14A949C,0.678952182,-2.333604153,Tomi Swick,Listen Isa,57.751
TRDHSUB128F1477E94,-0.663623395,0.459646871,Alanis Morissette,You Oughta Know (Hidden LP Remix + Additional Hidden Track),105.145
TRMYQUH128E078A7F1,-1.171182455,1.436823796,Madonna,Love Don't Live Here Anymore (Remix Version),139.566
TRJUWFH128F1482D2F,1.110104501,-0.31471975,Jeremy Warmsley,I Believe In The Way You Move,155.675
TRUALGP128F14856C8,0.247799862,-0.895494715,Ray LaMontagne,Be Here Now,116.228
TRIIKEZ128F14856CB,0.373325221,-0.923150666,Ray LaMontagne,Three More Days,169.942
TRYJQFX128F14856CF,-0.261123604,-0.646591158,Ray LaMontagne,Lesson Learned,147.098
TRRKTAN128F42282B7,-0.296143359,0.050953377,Damien Rice,Lonelily,106.775
TRKTOFX128F427FD09,-0.308877816,-0.102690794,Soilwork,The Flameout,139.952
TRWINPV128F427FD0C,-1.209385825,-0.038160242,Soilwork,The Bringer,160.085
TRZIJIM128F427CAA9,-1.094775715,-0.274772265,Joy Division,Shadowplay,145.233
TRWVPKR128F427CAAA,-1.213751925,-0.239126818,Joy Division,New Dawn Fades,157.47
TRFFGWH128F428668C,-1.033377442,-0.13495607,Joy Division,Transmission,156.982
TRAKXQO128F1497D94,1.541256821,1.704164653,Jens Lekman,You Are The Light,87.726
TRSBVJO128F1497D97,0.373325221,-0.923150666,Jens Lekman,A Man Walks Into A Bar,106.805
TRESHJW128F1497D98,1.541256821,1.704164653,Jens Lekman,You Are The Light (Reprise),131.303
TRWXACF128F4266D96,1.541256821,1.704164653,Phantom Planet,Do The Panic,141.771
TRAJHVJ128F1455849,0.373325221,-0.923150666,Bebel Gilberto,Winter,85.324
TRIIEIX128E078BE03,0.853596159,0.690113127,The Streets,Could Well Be In,133.308
TRQIBJN128F92EB268,-0.914674113,-0.227142572,The Streets,Blinded By The Lights,90.037
TRYAMCP128E078BE06,-1.056572345,0.736206378,The Streets,Wouldn't Have It Any Other Way,87.681
TRCANNF128F9317EBA,1.178324805,1.183310915,Mary Chapin Carpenter,Down At The Twist And Shout,191.086
TRCWFLN128F427F350,-1.495911101,0.040198285,Janis Joplin,Cry Baby,170.78
TRKINBT128F4263386,0.373325221,-0.923150666,The Urge,Jump Right In,104.21
TRBIXRV128F4265915,0.373325221,-0.923150666,Curtis Stigers,To Be Loved,90.848
TRFACUM128F427736D,-0.061465515,-0.486801221,Janis Joplin,Little Girl Blue,169.032
TRPRZWE128F92F774B,-0.830990541,-0.397687602,Janis Joplin,Kozmic Blues,89.311
TRVYMSA128F4266A4F,0.815392789,0.662457176,3LW,Playas Gon' Play,92.845
TRNVPGB128F426D827,1.541256821,1.704164653,Janis Joplin,Easy Rider,158.227
TRTSYFC128F92F16A3,0.94364696,0.754643678,Jc Chasez,Blowin' Me Up (With Her Love),98.13
TRUHNVW128F4271765,-1.086589279,-0.077339506,Lykke Li,Tonight,74.861
TRZKWIV128F931224B,1.071901131,0.846830181,Big Mountain,Baby I Love Your Way,161.735
TRPOUVL128F428A485,-1.44406367,1.833225757,The Offspring,Nitro (Youth Energy),158.76
TROGRSB128F428123B,-0.265216822,1.609673488,The Offspring,Genocide,161.795
TRMAVXK128F4281241,-1.700572012,1.842444407,The Offspring,What Happened to You?,182.21
TRMEWHE128F4270790,-1.400402676,1.538228949,Ted Nugent,Stranglehold,148.379
TRREALI12903CE9E41,1.071901131,0.846830181,The Byrds,Turn Turn Turn,125.593
TRWJRSY128F426483D,0.079523113,-0.635836066,New Kids On The Block,Please Don't Go Girl,152.094
TRVJEKC128F427399F,-1.390578952,0.474396711,Silverchair,Emotion Sickness,132.212
TRHMZOB128F426AD3F,-0.308877816,-0.102690794,Silverchair,Point Of View,150.186
TRMNZCC128F429BEE1,1.071901131,0.846830181,Charlie Rich,Behind Closed Doors,139.909
TRNMCJL128F42702C2,-1.700572012,1.842444407,Silverchair,Anthem For The Year 2000,87.975
TRRVICD128F42AAA77,-1.935249857,-0.655809809,Teena Marie,Cassanova Brown,107.855
TRIVKVY128F4271E48,-1.935249857,-0.655809809,Amanda Marshall,Colleen (I Saw Him First),94.967
TRFHYOH128F9358CEF,0.90999161,0.481157054,Van Morrison,Brown Eyed Girl,99.512
TRBPSFB128F92F3FCA,0.722613176,-0.038160242,Sade,Your Love Is King,134.648
TRODJSV128F42598C9,0.526138701,-1.628377409,Sade,Hang On To Your Love,107.797
TRGMHIS128F4259E70,0.839042494,0.256836565,Sade,Smooth Operator,124.884
TRQJWSU128F42598CB,-0.4848862,-0.794089562,Sade,Jezebel,92.404
TRHSRZI128F42598CC,0.13500896,-0.047378893,Sade,The Sweetest Taboo,183.219
TRMEHXX128F42598CD,-0.867374703,-0.548258889,Sade,Is It A Crime,122.188
TRTEFAC128F4259E9D,0.373325221,-0.923150666,Sade,Never As Good As The First Time,107.647
TRLOHWT128F42598CF,0.383330866,-1.110596554,Sade,Love Is Stronger Than Pride,116.722
TRAVMRI128F4259E76,0.737166841,-0.729559011,Sade,Paradise,80.292
TRVINPR128F42597A7,0.373325221,-0.923150666,Sade,Nothing Can Come Between Us,138.311
TRZLEQU128F4259AFD,0.004025977,-1.10752367,Sade,Like A Tattoo,136.146
TRZUEKB128F42598D4,0.722613176,-1.130570296,Sade,Kiss Of Life,97.081
