,dzr_sng_id,MSD_sng_id,MSD_track_id,valence,arousal,artist_name,track_name,tempo
53,554866,SONDGHW12A8AE47B4F,TRIQEKX128F92E65DE,-1.5877811098399999,-0.400760485273,Manic Street Preachers,Ocean Spray,130.739
54,555241,SOVZFLP12A58A7C9E5,TRLTOVG128F92C44C4,1.0719011311700002,0.8468301807240001,Scary Kids Scaring Kids,The Deep End,86.964
55,555244,SOTEMRY12A8C1436B3,TRWWXVW128F92C44C7,0.029494890334200004,-1.49163409718,Scary Kids Scaring Kids,Star Crossed,159.991
56,555250,SOHHNYR12A58A7991C,TREGGWT128F92C44CD,-0.9078520827709999,-0.24557987287900002,Scary Kids Scaring Kids,Watch Me Bleed,90.106
57,555252,SOVSMRC12A8C140E25,TRPJZEN128F92C44CF,-1.74969063067,0.920579382655,Scary Kids Scaring Kids,Blood Runs Forever,91.01
58,556030,SOJUOKU12A8C134DBF,TRNLMGK128F4279CC5,-1.04838590843,0.335195092328,Manic Street Preachers,The Everlasting,95.836
59,556031,SOBEZUO12A8C135B73,TRRFPVL128F4279CBD,-1.08522487244,-0.022027604526,Manic Street Preachers,If You Tolerate This Your Children Will Be Next,95.99
60,556032,SOHCBSV12A8C135B77,TRTKGCM128F4279CBE,-1.70057201199,1.84244440679,Manic Street Preachers,You Stole The Sun From My Heart,117.688
61,556035,SOQMRWI12A8BED0308,TRASZCF128F4260947,-1.21593497437,-0.290751259062,Manic Street Preachers,My Little Empire,88.024
62,556036,SOUMREA12AB0181985,TRKDZNS128F9329B8B,-0.379826931982,0.241472148204,Manic Street Preachers,I'm Not Working,119.513
63,556041,SOFKQJA12A8C1346C0,TRDBEXE128F426094D,-1.1138774,1.086515087,Manic Street Preachers,Nobody Loved You,87.339
64,556438,SOSBSOC12A8C137D7E,TRRUPHA128F427F2F8,-0.772775881406,-0.280918032135,Anna Nalick,Wreck Of The Day,145.026
65,556439,SOALWXO12A8C135C64,TRBOIUO128F427F2FC,-0.142966037469,-0.901025905042,Anna Nalick,In My Head,86.924
66,556440,SOZWJFH12A8C135C6A,TRCNCAJ128F427F2FE,-1.4877246643900002,-0.36081300089699997,Anna Nalick,Catalyst,168.061
67,556444,SOVBPHX12AF72AA7B2,TRGKLBT128F427F304,0.288732044468,-0.36311766345700003,Anna Nalick,Forever Love (Digame),84.968
68,558548,SOLKFRC12B0B8077F7,TRSOLCZ128F4263C79,1.2574603572799998,1.086515087,Weird Al Yankovic,Albuquerque,186.498
69,561032,SOYFQAY12A8C13BCFF,TRMNHDD128F42941E2,0.651664060255,1.9346309092099998,Lordi,Would You Love A Monsterman,135.043
70,562833,SOUEYAH12A8C13049E,TRHKFKV128F426609B,0.909991610338,0.48115705448,Gavin DeGraw,Chariot,83.877
71,563301,SOTHCPU12A8AE4761D,TRCYIYL128F4259FA6,-1.4959111008300001,0.0401982846033,James Dean Bradfield,Still A Long Way To Go,82.821
72,564495,SOXWZTK12D021B2B02,TRUWKHZ128F428A4B0,0.815392789182,0.662457175897,Kenny Chesney,How Forever Feels,124.88
73,566289,SOHGSVD12A8AE45F46,TRHWNZE128F425A015,1.0719011311700002,0.8468301807240001,Westlife,You Light Up My Life,84.789
74,566675,SOLTBEF12A8C13E9D2,TRTIVLW128F42B3254,1.0719011311700002,0.8468301807240001,Barry Manilow,This Guy's In Love With You,245.691
75,566680,SOELGHJ12A8C13E834,TRHCNZI128F42B325A,1.0719011311700002,0.8468301807240001,Barry Manilow,What The World Needs Now Is Love,102.642
76,568715,SOZJJJT12A8C135C5A,TRAFEFH128F427F2FA,0.37332522108000005,-0.9231506656209999,Anna Nalick,Satellite,95.779
77,569110,SORHPLY12A8C13AF9B,TRLWUMF128F428EDE1,-1.1193350243,0.298320491362,Screaming Trees,Dollar Bill,87.609
78,569117,SOBENRK12A8C135F68,TRMEHHR128F428EDF5,-1.04019947199,-0.06581619317250001,Screaming Trees,Dying Days,168.888
79,569118,SOSTEGY12A8C135F71,TRHILIF128F427738C,-1.04019947199,-0.06581619317250001,Screaming Trees,Sworn And Broken,168.203
80,570562,SOSLIKM12A8C132D36,TREHBJW128F4288748,0.8554153673620001,-0.274772265314,Gavin DeGraw,Follow Through,87.492
81,570585,SOPOFXE12AB017EF21,TRAQIFA128F932F367,1.5412568207600001,1.70416465317,Gavin DeGraw,I Don't Want To Be,145.216
82,570595,SOIKCUE12A8C132D40,TRGYZZH128F42660B6,0.145469406657,-1.0637350818,Gavin DeGraw,More Than Anyone,122.361
83,570627,SOGKCTV12A8C138DBD,TRUGHQX128F4285281,-0.431674362809,0.0955101860516,Gavin DeGraw,Belief,75.337
84,576455,SOVCOYG12AF72A065D,TRMRNAS128F9343251,0.722613176124,-0.0381602424484,R. Kelly,Ignition,88.627
85,580187,SOGJDPZ12A58A76DCC,TREBXDI128F42BC4CF,1.0719011311700002,0.8468301807240001,Steve Perry,Oh Sherrie,101.774
86,580189,SORKNMU12AB017FD8C,TRDGYPA128F930ECBB,0.290096450542,-0.9070180276980001,Steve Perry,Foolish Heart,96.472
87,580199,SOCGBOX12AB01825E8,TRAVJTJ128F42BC4DA,1.28474847877,-0.9692439168279999,Steve Perry,Against The Wall,147.325
88,580506,SOSJTWH12A8C13D52E,TRSCJYH128F429B5D2,0.253257486534,0.279883190879,Within Temptation,The Heart Of Everything,110.719
89,580511,SOGWBXC12A58A76D2D,TRQBFOA128F4279197,-0.308877816114,-0.10269079413799999,Within Temptation,Hand Of Sorrow,126.889
90,580514,SOPKAOC12CF5F86AB6,TRBSHXS128F427919F,-0.6827250804970001,0.316757791845,Within Temptation,Final Destination,86.971
91,580516,SOWGRZZ12A8C13AD45,TRXTOSU128F42791A4,-0.46305570251999995,-0.738777660793,Within Temptation,All I Need,152.645
92,582184,SOPCWHE12A8AE460BE,TRBIZQJ128F4259EDD,0.5943590051309999,-0.13034674486199999,Primal Scream,Loaded,93.712
93,582186,SONIFRR12A8AE46079,TRCLOAN128F4259ECA,1.1783248049700001,1.18331091453,Primal Scream,Movin' On Up,94.249
94,582204,SOKULLX12A8AE4609D,TRZWDBW128F4259ED4,-0.761860632811,1.34771017717,Primal Scream,Kill All Hippies,66.391
95,584956,SOXELPB12A8AE46000,TRRVSBS128F425A7B0,0.37332522108000005,-0.9231506656209999,Faithless Featuring Dido,One Step Too Far,111.957
96,586372,SOUPPSA12A8C131BA0,TRSDPVI128F4261F54,0.37332522108000005,-0.9231506656209999,GROVER WASHINGTON_ JR.,Soulful Strut,185.897
97,586963,SOLKBPJ12A8C13C937,TRFGFBN128F42AD540,-1.1156966081,0.08168221068960001,Howie Day,Numbness For Sound,103.606
98,587144,SOKUIIQ12A58A76EC1,TRTTPSX128F427F46F,0.482477707031,-0.47143680379299996,Frankie J,Story Of My Life,86.334
99,587149,SOWRWNJ12A8C13949C,TROEAZQ128F427F471,0.815392789182,0.662457175897,Frankie J,Just Can't Say It's Love,99.517
100,595049,SOGUYCW12A58A76964,TRVFAEF128F4282100,-0.6881827047939999,-0.00128564148286,Howie Day,Perfect Time of Day,119.07
101,595065,SOKMDWI12A8C144FF9,TREZGKD128F4282111,-1.04019947199,-0.06581619317250001,Howie Day,Standing In The Sun,98.074
102,595068,SOEBHQF12A8C13FCFF,TRHNQWV128F42AD545,-1.9352498567900003,-0.655809808621,Howie Day,Brace Yourself,167.579
103,595070,SOXAOZI12A8C139BB1,TRBGRXO128F4282115,-0.16308128131,-0.643957258308,Howie Day,Collide,180.073
104,595075,SOMVGUS12A58A7D1A1,TRCMORO128F428211C,-0.5981319038849999,-0.062359199332,Howie Day,Trouble In Here,151.868
105,595347,SOEATXV12A8C1363E9,TRRYCUN128F42821E1,-0.514084489702,-0.172752535973,Howie Day,She Says,97.916
106,597278,SOPMXLQ12A8C1304A2,TRRWNOC128F426609D,-1.1711824551299999,1.4368237961700001,Gavin DeGraw,Just Friends,88.696
107,597372,SOVPUUL12A8C1367D1,TRAVDAL128F42891E6,-2.14809720439,-0.277845148724,James Galway,I Will Always Love You,135.509
108,599709,SOMGSMM12A58A774F9,TRZDEIO128F428D5E8,-1.4004026756299999,1.5382289488299998,Silvertide,Devil's Daughter,121.021
109,599779,SOIOVEJ12A8C1389AE,TRZYTER128F9340011,0.815392789182,0.662457175897,Stray Cats,Runaway Boys,177.202
110,599782,SOIEJZC12AB0182DAA,TRMTMGT128F9335B46,1.5412568207600001,1.70416465317,Stray Cats,Rock This Town,100.399
111,599935,SORVYRN12A58A78E58,TRZIDKQ128F425A750,1.5412568207600001,1.70416465317,Westlife,Mack The Knife,83.1
112,600372,SOAIDJN12A8C13A518,TRXIMVL128F4299288,-1.04019947199,-0.06581619317250001,Angie Stone,Come Home (Live With Me),110.663
113,600663,SOUGOJX12A8C13E002,TRMFVXV128F42AA6FF,-0.0614655146269,-0.71419459348,Barry Manilow,Can't Smile Without You,98.174
114,601436,SOWGIBZ12A8C136A2E,TRGTDSR128F4284126,1.1783248049700001,1.18331091453,Kings Of Leon,King Of The Rodeo,100.951
115,601438,SOZQZNY12CF5F87DE6,TRCNJWH128F4298025,0.815392789182,0.662457175897,Kings Of Leon,Pistol Of Fire,132.392
116,601441,SOSEARV12AB017E8F4,TRSDPST128F930EC61,1.5412568207600001,1.70416465317,Kings Of Leon,Soft,86.159
117,601442,SOANUME12A8C1368DF,TRALQZK128F429802D,-1.34400722455,0.0048601253478000005,Kings Of Leon,Day Old Blues,85.855
118,601444,SOIGHWG12A8C136A37,TRGOHEG128F4284129,1.5412568207600001,1.70416465317,Kings Of Leon,Velvet Snow,139.211
119,601615,SOONSSB12AF72A7C44,TRWIEPD128F92F81FE,1.5412568207600001,1.70416465317,Kings Of Leon,Taper Jean Girl,124.112
120,601620,SONDGEH12A8C144BE1,TRWSNFQ128F92C9D21,1.1783248049700001,1.18331091453,Kings Of Leon,The Bucket,92.018
121,601797,SOWRMTT12A8C137064,TRJZARH128F4283F3D,-1.04019947199,-0.06581619317250001,Kings Of Leon,Milk,82.646
122,602339,SOYDXJI12B350583CE,TRWEFOF128F42B027A,-0.0614655146269,-0.71419459348,Christina Aguilera,Beautiful,127.984
123,602852,SOQQLAK12A8AE47D18,TRRXIUL128F425A74C,1.5412568207600001,1.70416465317,Westlife,Clementine,153.608
124,604954,SOXEQTB12D021B3C4D,TRTODYW128F4282A13,1.5412568207600001,1.70416465317,Good Charlotte,I Just Wanna Live,111.025
125,605561,SOTHQUT12A8C13D789,TRHWKRU128F4298097,0.37332522108000005,-0.9231506656209999,Count Basic,Got To Do,178.485
126,607981,SOITRGW12A8C138BC2,TRVATTX128F42957F0,0.815392789182,0.662457175897,Phantom Planet,Knowitall,162.741
127,607982,SOSPWBR12AF72A58BA,TRWGDBI128F42A0448,-0.442589611404,1.25245079134,Phantom Planet,Jabberjaw,182.9
128,607984,SODIDOO12A58A794E4,TRBIBGN128F42ADC66,0.815392789182,0.662457175897,Phantom Planet,The Meantime,122.488
129,607985,SOJUJDC12A8C1340C0,TRKPNVN128F4266DEF,0.957291020918,0.390506993776,Phantom Planet,California,152.672
130,608490,SOQXHYA12A8C1344C5,TRMGTWK128F4271E2C,0.685774212115,0.0286749718016,Sophie B. Hawkins,Damn I Wish I Was Your Lover,95.367
131,608555,SONYGOZ12A8C134A97,TRGNWZR128F4264558,0.722613176124,-0.0381602424484,Sophie B. Hawkins,Right Beside You,125.049
132,608707,SOYBNDW12A8C1340CE,TRQGZYN128F4269F82,-1.04019947199,-0.06581619317250001,Uncle Tupelo,No Depression,114.62
133,608708,SOMJPWW12A8C1340EE,TRSJNNI128F4269F8A,-1.72786013348,-1.10752367045,Uncle Tupelo,Whiskey Bottle,105.71
134,608710,SOIKHTG12A8C1321F6,TRMHCEP128F4269F90,0.815392789182,0.662457175897,Uncle Tupelo,Gun,135.904
135,608711,SODJTZQ12A8C1321FF,TRLZLFK128F4269F92,-1.9352498567900003,-0.655809808621,Uncle Tupelo,Still Be Around,91.016
136,609209,SOVQLVQ12A8C132BDA,TRRQUPI128F42656E8,0.600986120348,-0.317353649761,Sophie B. Hawkins,As I Lay Me Down,167.474
137,609232,SOKZDRI12AF72A3309,TRJNNTR128F4266B93,1.5467144450499999,2.11900391403,Macy Gray,Happiness,93.012
138,609236,SOWDTWI12A8C134FED,TRPYZZJ128F4266B95,1.5412568207600001,1.70416465317,Macy Gray,Screamin',94.992
139,610277,SOSYINV12A8C136394,TREUQRT128F42730F9,-1.6268940839700001,0.1508220875,Patty Loveless,On Your Way Home,146.113
140,612003,SOZWHGI12AF729BDDB,TRSUUBQ128F427EE75,-1.72786013348,-1.10752367045,Paul Simon,A Most Peculiar Man,126.006
141,612006,SOPKNIW12AF72A642A,TRERGTZ12903CD3A67,-0.0864796259888,-0.204095946793,Paul Simon,Kathy's Song,155.293
142,612010,SOQJCYD12A8C134C51,TRLILNL128F4280271,0.37332522108000005,-0.9231506656209999,Paul Simon,Flowers Never Bend With The Rainfall,83.341
143,612011,SOHGTXN12A8C134C53,TRTNYQJ12903CD3A86,-1.1711824551299999,1.4368237961700001,Paul Simon,Patterns,104.516
144,612791,SOVXWUF12A8AE48520,TRRZEWD128F4259D0A,-1.70057201199,1.84244440679,Manic Street Preachers,Sculpture Of Man,137.491
145,614092,SOMGOBB12AAF3B210B,TRWSHKS12903CE46FA,-1.05657234488,0.736206377828,The Hooters,Johnny B,91.317
146,614578,SOUHYFD12A8C139C3E,TRVFTEG128F42907AB,-0.867374702562,-0.548258889135,Jefferson Airplane,Today,86.066
147,618472,SOCYPET12A8C1363B3,TRALBDM128F427F90A,-1.4959111008300001,0.0401982846033,The Byrds,Hickory Wind,105.463
148,619782,SOSYTQC12A8C13A27F,TRHJTIG128F42AA21A,0.37332522108000005,-0.9231506656209999,Lamb,One,95.348
149,622469,SOPXCDP12A8C132C59,TRAWZMV128F4266823,-1.32035751926,0.27834674916900004,Stabbing Westward,Drugstore,123.062
150,622646,SOLIZPU12A8C133CC1,TRDRVQA128F4263E58,0.37332522108000005,-0.9231506656209999,Fear Of Pop,In Love,97.546
151,622647,SOKYDXR12A8C133CC9,TRWIKXT128F4263E5B,-1.70057201199,1.84244440679,Fear Of Pop,Root to This,128.448
152,622662,SOLUKHG12A8C134571,TRBTFFW128F42621FB,-1.9352498567900003,-0.655809808621,Ricky Van Shelton,Living Proof,90.089
153,623067,SOOWGAQ12A58A7A911,TRBVBOV128F426251F,-0.549013285207,-0.468363920383,Dave Alvin,Border Radio,105.386
154,623362,SOBNXBB12A8C1337AC,TREFESM128F4264E43,-1.9352498567900003,-0.655809808621,Ricky Van Shelton,I'll Leave This World Loving You,87.436
155,623419,SOSWQJG12AF72A65E9,TRUZTIV128F4279385,0.815392789182,0.662457175897,Phantom Planet,All Over Again,67.181
156,623454,SOMMTZK12B0B80A1CC,TRYVOKN128F4277455,-1.74969063067,0.920579382655,Stabbing Westward,When I'm Dead,144.093
157,623865,SOFLURK12A8C130037,TRXNTIH128F4263A21,-0.85464024587,0.7177690773450001,Stabbing Westward,The Thing I Hate,135.122
158,624210,SOKANFG12A8C1303F3,TRBUQFC128F4265283,1.2137993629000001,1.26781520842,Macy Gray,Sexual Revolution,128.051
159,624907,SOSPGNR12A58A7CFF7,TRJVLZF128F427744D,-0.308877816114,-0.10269079413799999,Stabbing Westward,You Complete Me,143.623
160,624910,SOUUGCN12A58A7A380,TRGYHRX128F4263395,-1.59869635843,1.37843901131,Stabbing Westward,Save Yourself,109.98
161,625205,SOINRZW12A8C136CFB,TRPWBZI128F4279380,0.815392789182,0.662457175897,Phantom Planet,Hey Now Girl,131.001
162,625693,SOKMMZR12A8C12FF3C,TRZNXKZ128F4263DF0,-0.718199638431,0.48269349618999996,Stabbing Westward,Waking Up Beside You,86.006
163,625699,SOCVAPU12A8C13214A,TRUFAUX128F4277453,-1.60506358678,0.203829326388,Stabbing Westward,Desperate Now,97.93
164,627797,SOIOJGL12A8C133F71,TRRGIBF128F427025E,-0.517359064281,-0.012348021772499999,Silverchair,Miss You Love,41.991
165,627798,SOSBGCQ12A8C1338F5,TROTTXD128F42B863E,-1.4877246643900002,-0.36081300089699997,Silverchair,Dearest Helpless,100.164
166,627799,SOKPNTC12AF72A8184,TRIDMZF128F426AD3D,-0.9474198589280001,0.14851742494,Silverchair,Do You Feel The Same,64.519
167,627800,SOMKFGS12A8C13F985,TRLHYEF128F42B8640,-0.7935148537369999,-0.202252216745,Silverchair,Black Tangled Heart,91.631
168,627803,SOFYVLR12A8C133904,TREAFLO128F426AD41,-0.559928533802,0.0471122722844,Silverchair,Paint Pastel Princess,168.289
169,628445,SOFWPJK12B34F32C82,TRAFWXT128F425C25F,-0.308877816114,-0.10269079413799999,Jefferson Airplane,Let Me In,159.943
170,629312,SOHTVJH12D021B1F60,TRQPKQQ128F428E6ED,0.37332522108000005,-0.9231506656209999,R. Kelly,Bump N' Grind,130.089
171,629335,SOWPFEC12A8C139607,TRFDATM12903CA445B,1.0719011311700002,0.8468301807240001,R Kelly,I Believe I Can Fly,120.589
172,629520,SONUKAE12A8C1368DC,TRLKKFV128F4289229,-1.31853831116,0.9574539836210001,Clay Aiken,Invisible,110.066
173,630705,SOYMJMY12A8C13B9CF,TRELGIQ128F42901EB,-0.639973690168,0.309075583313,Rednex,Wish You Were Here,125.258
174,630707,SOIWQVK12A58A7C251,TROFHPZ128F42901F0,1.4130026497600001,1.57049422467,Rednex,Old Pop In An Oak,128.278
175,630712,SOXRUDG12A8C13BA0B,TRZTUWO128F42901FA,1.2574603572799998,1.086515087,Rednex,Shooter,154.768
176,630714,SOLXVAX12A8C13BA0E,TRPZUWP128F42901FC,0.37332522108000005,-0.9231506656209999,Rednex,McKenzie Brothers,98.449
177,630715,SORGFSC12A8C13BA18,TRKVCKB128F4290200,0.678952181743,-2.33360415255,Rednex,Rolling Home,162.987
178,631055,SOKYZXU12A8C138AF2,TRURIPH128F42903BE,1.0719011311700002,0.8468301807240001,Gareth Gates,Lies,105.013
179,631348,SOVZZPC12A8C13B437,TRFFRPX128F429091E,1.0719011311700002,0.8468301807240001,Gareth Gates,Listen To My Heart,136.145
180,631428,SOUOMNX12A8C139005,TRNMFDW128F4298A35,-0.431674362809,0.0955101860516,Gareth Gates,Unchained Melody,106.486
181,631434,SOBSQWM12A8C139013,TRGASIV128F429230D,1.0719011311700002,0.8468301807240001,Gareth Gates,What My Heart Wants To Say,136.21
182,631436,SOGREVM12A8C1392F4,TRORUJN128F4292310,1.0719011311700002,0.8468301807240001,Gareth Gates,Too Serious Too Soon,153.926
183,631719,SOUNQZC12A8C13C028,TRMGRWR128F429285C,1.5412568207600001,1.70416465317,Gareth Gates,Good Thing,118.055
184,631920,SOCEHAS12AB0180FD8,TRXIXFB128F92F7513,0.815392789182,0.662457175897,Steps,Stomp,130.014
185,631923,SOPZIXP12A8C13AEC0,TRKXGWQ128F4292A6E,-1.05657234488,0.736206377828,Steps,Only In My Dreams,129.989
186,633295,SOYWTUB12A8C13B429,TRFUCYR128F92DC67F,-1.9352498567900003,-0.655809808621,Kings Of Leon,California Waiting,159.23
187,633297,SOHCREM12AB017C6E7,TRZJZJD128F930064E,0.815392789182,0.662457175897,Kings Of Leon,Molly's Chambers,144.924
188,638493,SOOLDLU12A8AE48F4C,TROZQLR128F425F1A1,0.12227450339299999,0.6855038015,The Hoosiers,Worst Case Scenario,98.061
189,638500,SOXCCML12A8AE48F5F,TRRUYED128F425E4F3,1.5412568207600001,1.70416465317,The Hoosiers,Killer,104.867
190,661235,SOTEIJW12A670216EF,TRLZNEW128E0786E88,1.0719011311700002,0.8468301807240001,Agnetha Fältskog,Love In A World Gone Mad,113.966
191,661958,SOCPHRB12A6D4FD246,TRAZYCJ128F4223185,-1.70057201199,1.84244440679,Billy Talent,This Is How It Goes,88.659
192,661966,SOSTJEF12A6D4FD261,TRQQLDY128F422318E,-0.17061800057799997,0.527250305687,Billy Talent,The Ex,168.428
193,661968,SOPPPGZ12A6D4FD258,TRMZSNY128F422318B,-0.736391719421,1.73796637073,Billy Talent,Standing In The Rain,115.994
